OBJECTID,CSAFP,CBSAFP,GEOID,NAME,NAMELSAD,LSAD,MEMI,MTFCC,ALAND,AWATER,INTPTLAT,INTPTLON,Shape_Length,Shape_Area
597,198,34540,34540,"Mount Vernon, OH","Mount Vernon, OH Micro Area",M2,2,G3110,1361052758,10720132,+40.4036198,-082.4223929,218550.077595686,2367858888.60124
598,500,34580,34580,"Mount Vernon-Anacortes, WA","Mount Vernon-Anacortes, WA Metro Area",M1,1,G3110,4481252102,483846689,+48.4932917,-121.8157703,618266.42363832,11291349321.169
599,294,34620,34620,"Muncie, IN","Muncie, IN Metro Area",M1,1,G3110,1015536276,9863733,+40.2275433,-085.3992617,168609.730333711,1761090276.76843
600, ,34660,34660,"Murray, KY","Murray, KY Micro Area",M2,2,G3110,997224264,66474672,+36.6209783,-088.2740857,162066.835445119,1654510054.58921
601,209,34700,34700,"Muscatine, IA","Muscatine, IA Micro Area",M2,2,G3110,1132977157,30262371,+41.4837760,-091.1186992,202462.286195495,2074457057.76654
602,266,34740,34740,"Muskegon, MI","Muskegon, MI Metro Area",M1,1,G3110,1305130138,2476314278,+43.2892579,-086.7518920,405312.05838455,7140248436.15711
603,538,34780,34780,"Muskogee, OK","Muskogee, OK Micro Area",M2,2,G3110,2099505908,76119907,+35.6175506,-095.3839106,327460.290513047,3299266951.7623
604,396,34820,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC","Myrtle Beach-Conway-North Myrtle Beach, SC-NC Metro Area",M1,1,G3110,5133852832,833334313,+33.9690951,-078.6127235,652080.882011192,8697156240.38899
605, ,34860,34860,"Nacogdoches, TX","Nacogdoches, TX Micro Area",M2,2,G3110,2451572329,89731149,+31.6205598,-094.6202497,485161.906313207,3515005178.37474
606,488,34900,34900,"Napa, CA","Napa, CA Metro Area",M1,1,G3110,1937986794,104295181,+38.5070999,-122.3259045,350322.038337436,3340190139.94295
607,163,34940,34940,"Naples-Marco Island, FL","Naples-Marco Island, FL Metro Area",M1,1,G3110,5172045734,797817705,+26.1187860,-081.4009553,398708.38150261,7433209685.19173
608,400,34980,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN","Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",M1,1,G3110,14735541373,197139533,+36.1181822,-086.6441196,951980.112174714,22932574667.7486
609, ,35020,35020,"Natchez, MS-LA","Natchez, MS-LA Micro Area",M2,2,G3110,3002636540,195603631,+31.4818329,-091.5253306,471287.973429109,4409095759.93235
610, ,35060,35060,"Natchitoches, LA","Natchitoches, LA Micro Area",M2,2,G3110,3243376637,120998331,+31.7325509,-093.0826114,447815.882220039,4664170828.85522
611,404,35100,35100,"New Bern, NC","New Bern, NC Metro Area",M1,1,G3110,3922397681,761870630,+35.1168292,-077.0813197,490994.946139381,7014609668.55254
612,192,35140,35140,"Newberry, SC","Newberry, SC Micro Area",M2,2,G3110,1631805739,44657734,+34.2898805,-081.5996761,270159.311586244,2462050132.54955
613,294,35220,35220,"New Castle, IN","New Castle, IN Micro Area",M2,2,G3110,1014963816,7646214,+39.9295911,-085.3973629,172052.397759635,1741187883.03778
614,430,35260,35260,"New Castle, PA","New Castle, PA Micro Area",M2,2,G3110,925211452,11803921,+40.9927352,-080.3344455,166266.471893623,1646206089.34949
615,408,35300,35300,"New Haven-Milford, CT","New Haven-Milford, CT Metro Area",M1,1,G3110,1565683007,667074958,+41.3497185,-072.9002033,339240.469375727,3965402155.63992
616,406,35380,35380,"New Orleans-Metairie, LA","New Orleans-Metairie, LA Metro Area",M1,1,G3110,8295850369,12098960735,+29.8055320,-089.7013821,1046282.51008727,27183385469.4153
617,184,35420,35420,"New Philadelphia-Dover, OH","New Philadelphia-Dover, OH Micro Area",M2,2,G3110,1469641510,10408848,+40.4474903,-081.4711052,228310.589781648,2557950030.11345
618, ,35440,35440,"Newport, OR","Newport, OR Micro Area",M2,2,G3110,2540784310,553094279,+44.6410607,-123.9112121,377103.4845203,6112934068.70526
619,315,35460,35460,"Newport, TN","Newport, TN Micro Area",M2,2,G3110,1129584564,17932684,+35.9161980,-083.1192242,238872.43237518,1753633808.23346
620,359,35580,35580,"New Ulm, MN","New Ulm, MN Micro Area",M2,2,G3110,1582765932,18533955,+44.2465415,-094.7336472,313392.201967215,3120674372.00574
621,408,35620,35620,"New York-Newark-Jersey City, NY-NJ-PA","New York-Newark-Jersey City, NY-NJ-PA Metro Area",M1,1,G3110,17314396895,6544075251,+40.7749300,-073.8737580,1584531.99246395,41647041946.7486
622,515,35660,35660,"Niles, MI","Niles, MI Metro Area",M1,1,G3110,1470543783,2625449730,+41.7913818,-086.7425435,351316.872888977,7421006217.27424
623,536,35700,35700,"Nogales, AZ","Nogales, AZ Micro Area",M2,2,G3110,3201833002,3088479,+31.5257330,-110.8452278,297945.214559881,4424408770.23502
624, ,35740,35740,"Norfolk, NE","Norfolk, NE Micro Area",M2,2,G3110,4075292588,19597305,+42.0431301,-097.4879515,389975.019065993,7430272985.68127
625, ,35820,35820,"North Platte, NE","North Platte, NE Micro Area",M2,2,G3110,10343810323,32334074,+41.2306471,-100.7833204,572225.825177077,18364773761.2353
626,412,35840,35840,"North Port-Sarasota-Bradenton, FL","North Port-Sarasota-Bradenton, FL Metro Area",M1,1,G3110,3365993000,824649346,+27.3642461,-082.3193579,308925.532936699,5332145893.85813
627,294,35860,35860,"North Vernon, IN","North Vernon, IN Micro Area",M2,2,G3110,975382328,4528272,+38.9962289,-085.6281030,194676.388524831,1624638457.69713
628, ,35900,35900,"North Wilkesboro, NC","North Wilkesboro, NC Micro Area",M2,2,G3110,1954249757,6862433,+36.2088833,-081.1660949,271591.196840874,3018253586.18677
629,184,35940,35940,"Norwalk, OH","Norwalk, OH Micro Area",M2,2,G3110,1272964850,8616411,+41.1450798,-082.5946410,197328.369977086,2262116981.43743
630,278,35980,35980,"Norwich-New London, CT","Norwich-New London, CT Metro Area",M1,1,G3110,1722711022,276663467,+41.4726517,-072.1086339,305406.345073434,3563720442.87389
631,500,36020,36020,"Oak Harbor, WA","Oak Harbor, WA Micro Area",M2,2,G3110,540043816,799820903,+48.1585538,-122.6706492,262511.155391793,3009393750.57453
632, ,36100,36100,"Ocala, FL","Ocala, FL Metro Area",M1,1,G3110,4113978836,192297049,+29.2028047,-082.0431004,405870.612692443,5672470233.32797
633,428,36140,36140,"Ocean City, NJ","Ocean City, NJ Metro Area",M1,1,G3110,651338862,955248161,+39.0858411,-074.8463541,264767.100428618,2670243245.2836
634,372,36220,36220,"Odessa, TX","Odessa, TX Metro Area",M1,1,G3110,2325322369,10375045,+31.8653008,-102.5425068,227973.252009051,3248158781.26739
635,482,36260,36260,"Ogden-Clearfield, UT","Ogden-Clearfield, UT Metro Area",M1,1,G3110,18725867005,3639152872,+41.2760610,-113.1262260,1092241.51364973,39824009953.2713
636, ,36300,36300,"Ogdensburg-Massena, NY","Ogdensburg-Massena, NY Micro Area",M2,2,G3110,6939877189,367298360,+44.4881125,-075.0743110,490379.889487886,14364213284.9069
637, ,36340,36340,"Oil City, PA","Oil City, PA Micro Area",M2,2,G3110,1746388602,22149577,+41.4007143,-079.7658126,254220.078107839,3145936454.31555
638, ,36380,36380,"Okeechobee, FL","Okeechobee, FL Micro Area",M2,2,G3110,1992107752,317943020,+27.3855924,-080.8873884,317704.738018799,2941432859.79231
639,416,36420,36420,"Oklahoma City, OK","Oklahoma City, OK Metro Area",M1,1,G3110,14275227077,181217176,+35.4309676,-097.5069659,846419.655567717,21823174845.9543
640,160,36460,36460,"Olean, NY","Olean, NY Micro Area",M2,2,G3110,3388424412,36817330,+42.2390986,-078.6623320,372953.70611813,6255224086.03213
641,500,36500,36500,"Olympia-Lacey-Tumwater, WA","Olympia-Lacey-Tumwater, WA Metro Area",M1,1,G3110,1871240012,133644618,+46.9358216,-122.8301524,369724.732233391,4297265761.70246
642,420,36540,36540,"Omaha-Council Bluffs, NE-IA","Omaha-Council Bluffs, NE-IA Metro Area",M1,1,G3110,11255956206,158628249,+41.2904587,-095.9999701,768219.498461623,20236708469.8679
643, ,36580,36580,"Oneonta, NY","Oneonta, NY Micro Area",M2,2,G3110,2594487145,36314099,+42.6297762,-075.0288410,381672.268671199,4863387920.98222
644,147,36620,36620,"Ontario, OR-ID","Ontario, OR-ID Micro Area",M2,2,G3110,26662898176,117871722,+43.2258691,-117.6199330,1175225.47189649,50475709113.7675
645,318,36660,36660,"Opelousas, LA","Opelousas, LA Micro Area",M2,2,G3110,2392922808,39029116,+30.5834409,-091.9892745,337796.412759681,3293146346.07077
646,192,36700,36700,"Orangeburg, SC","Orangeburg, SC Micro Area",M2,2,G3110,2865422661,55784298,+33.4361350,-080.8029131,446886.589090902,4206195757.01774
647,422,36740,36740,"Orlando-Kissimmee-Sanford, FL","Orlando-Kissimmee-Sanford, FL Metro Area",M1,1,G3110,9037795130,1352006478,+28.4343962,-081.3560839,745868.35949345,13486191979.4673
648,118,36780,36780,"Oshkosh-Neenah, WI","Oshkosh-Neenah, WI Metro Area",M1,1,G3110,1125859768,372631720,+44.0857068,-088.6681488,215715.497937661,2903343813.18662
649,218,36820,36820,"Oskaloosa, IA","Oskaloosa, IA Micro Area",M2,2,G3110,1478517367,6575294,+41.3307969,-092.6363663,205419.035212051,2636433037.53668
650,393,36830,36830,"Othello, WA","Othello, WA Micro Area",M2,2,G3110,4985698857,12464425,+47.0112378,-118.5128614,485950.540441676,10734527749.3699
651,176,36837,36837,"Ottawa, IL","Ottawa, IL Micro Area",M2,2,G3110,5605655623,76366037,+41.3564879,-089.1733848,494642.545703132,10093883982.437
652,312,36840,36840,"Ottawa, KS","Ottawa, KS Micro Area",M2,2,G3110,1480882184,13893466,+38.5580187,-095.2789618,200006.539758392,2448628236.61397
653, ,36900,36900,"Ottumwa, IA","Ottumwa, IA Micro Area",M2,2,G3110,1118453196,10836289,+41.0312751,-092.4094658,180020.564674857,1986360112.41694
654,378,36940,36940,"Owatonna, MN","Owatonna, MN Micro Area",M2,2,G3110,1112775688,6976791,+44.0152607,-093.2204527,188166.06776592,2166147761.139
655, ,36980,36980,"Owensboro, KY","Owensboro, KY Metro Area",M1,1,G3110,2327340285,85735645,+37.6937232,-087.0770580,392747.414334616,3861113182.42277
656, ,37060,37060,"Oxford, MS","Oxford, MS Micro Area",M2,2,G3110,1636080566,123113358,+34.3530780,-089.4853847,232115.768350689,2587636823.947
657,348,37100,37100,"Oxnard-Thousand Oaks-Ventura, CA","Oxnard-Thousand Oaks-Ventura, CA Metro Area",M1,1,G3110,4771987962,947345370,+34.3587415,-119.1331432,527772.155717004,8413290317.42418
658,222,37120,37120,"Ozark, AL","Ozark, AL Micro Area",M2,2,G3110,1453244559,4082940,+31.4306536,-085.6094760,200998.041512128,2007842516.44398
659,424,37140,37140,"Paducah, KY-IL","Paducah, KY-IL Micro Area",M2,2,G3110,2709030411,207376339,+37.1341812,-088.6566679,472944.502866165,4597573366.30358
660,332,37220,37220,"Pahrump, NV","Pahrump, NV Micro Area",M2,2,G3110,47090939040,43207981,+37.9658636,-116.4590107,1399115.0531265,76139398726.6906
661,300,37260,37260,"Palatka, FL","Palatka, FL Micro Area",M2,2,G3110,1885167063,256548276,+29.5938964,-081.7320389,269339.914952696,2843160098.9299
662, ,37300,37300,"Palestine, TX","Palestine, TX Micro Area",M2,2,G3110,2752201306,39808595,+31.8412614,-095.6617267,441115.336735952,3878086375.31685
663, ,37340,37340,"Palm Bay-Melbourne-Titusville, FL","Palm Bay-Melbourne-Titusville, FL Metro Area",M1,1,G3110,2628793422,1403880653,+28.2983112,-080.7003334,377859.600457949,5221331878.35689
664,108,37420,37420,"Pampa, TX","Pampa, TX Micro Area",M2,2,G3110,4791560121,9047636,+35.6173931,-100.8105528,361252.840487787,7280780693.25758
665, ,37460,37460,"Panama City, FL","Panama City, FL Metro Area",M1,1,G3110,1964743641,711110042,+30.2382176,-085.6316798,278298.64273551,3596964549.9784
666,308,37500,37500,"Paragould, AR","Paragould, AR Micro Area",M2,2,G3110,1496205800,4789610,+36.1206072,-090.5663459,242294.003498805,2304936895.94255
667, ,37540,37540,"Paris, TN","Paris, TN Micro Area",M2,2,G3110,1455320363,81582234,+36.3252950,-088.3002878,240883.96466725,2372925191.87324
668, ,37580,37580,"Paris, TX","Paris, TX Micro Area",M2,2,G3110,2349626845,67098434,+33.6672628,-095.5703477,330129.608941804,3498075545.14322
669,425,37620,37620,"Parkersburg-Vienna, WV","Parkersburg-Vienna, WV Metro Area",M1,1,G3110,1551452495,32408833,+39.1415311,-081.4604019,286921.75525151,2636457299.35055
670, ,37660,37660,"Parsons, KS","Parsons, KS Micro Area",M2,2,G3110,1671560716,20006201,+37.1914676,-095.2974732,207206.691269878,2670408236.79166
671,429,37740,37740,"Payson, AZ","Payson, AZ Micro Area",M2,2,G3110,12323152721,97113523,+33.7896177,-110.8118696,1032960.66250892,18033441869.2681
672,484,37770,37770,"Pearsall, TX","Pearsall, TX Micro Area",M2,2,G3110,2935753506,2193622,+28.8693343,-099.1087876,249239.720761403,3844690236.76525
673, ,37780,37780,"Pecos, TX","Pecos, TX Micro Area",M2,2,G3110,8557764374,37377839,+31.4267497,-103.6660013,604240.302404885,11842213874.4739
674,218,37800,37800,"Pella, IA","Pella, IA Micro Area",M2,2,G3110,1436120669,41487003,+41.3314552,-093.0938490,204935.96876607,2623084945.4636
675,426,37860,37860,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL Metro Area",M1,1,G3110,4323603530,981940004,+30.6554013,-087.1618275,428434.52855707,7193315957.92062
676, ,37900,37900,"Peoria, IL","Peoria, IL Metro Area",M1,1,G3110,8633755841,173982690,+40.7088872,-089.6974658,668643.305361042,15343417660.2441
677,316,37940,37940,"Peru, IN","Peru, IN Micro Area",M2,2,G3110,968246954,9184624,+40.7728833,-086.0442575,194553.174423858,1705843592.0922
678,428,37980,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",M1,1,G3110,11921944534,692329123,+39.8949576,-075.3119824,830374.365433102,21457138850.7235
679,429,38060,38060,"Phoenix-Mesa-Chandler, AZ","Phoenix-Mesa-Chandler, AZ Metro Area",M1,1,G3110,37727619480,85692120,+33.1857653,-112.0678624,1126595.34773933,54138298579.782
680,406,38100,38100,"Picayune, MS","Picayune, MS Micro Area",M2,2,G3110,2101267284,20822909,+30.7747929,-089.5869043,332590.985887573,2883585195.26066
681, ,38180,38180,"Pierre, SD","Pierre, SD Micro Area",M2,2,G3110,5661606935,341706918,+44.4048969,-100.4848175,575662.802387227,11763998558.2097
682,340,38220,38220,"Pine Bluff, AR","Pine Bluff, AR Metro Area",M1,1,G3110,5256048216,143276270,+34.0812083,-091.9457289,480512.932322854,7890056543.36603
683,246,38240,38240,"Pinehurst-Southern Pines, NC","Pinehurst-Southern Pines, NC Micro Area",M2,2,G3110,1806973893,20724316,+35.3082717,-079.4927248,285149.287752893,2750850804.26923
684, ,38260,38260,"Pittsburg, KS","Pittsburg, KS Micro Area",M2,2,G3110,1527498535,13574348,+37.5058215,-094.8538967,198695.004245547,2453215922.42777
685,430,38300,38300,"Pittsburgh, PA","Pittsburgh, PA Metro Area",M1,1,G3110,13682806053,156642546,+40.4395249,-079.8360972,920017.874249374,23918624586.5394
686, ,38340,38340,"Pittsfield, MA","Pittsfield, MA Metro Area",M1,1,G3110,2400600620,50708156,+42.3714930,-073.2179276,334871.97193127,4493922147.84856
687,352,38380,38380,"Plainview, TX","Plainview, TX Micro Area",M2,2,G3110,2602109427,246678,+34.0684364,-101.8228879,247069.142862175,3802195194.54812
688, ,38420,38420,"Platteville, WI","Platteville, WI Micro Area",M2,2,G3110,2970402180,94521617,+42.8700275,-090.6942288,337720.345108227,5708530317.82884
689, ,38460,38460,"Plattsburgh, NY","Plattsburgh, NY Micro Area",M2,2,G3110,2687779168,206603306,+44.7527120,-073.7056429,331252.900697209,5738424765.2585
690,515,38500,38500,"Plymouth, IN","Plymouth, IN Micro Area",M2,2,G3110,1148969980,15858580,+41.3250032,-086.2690363,182369.021456645,2067224326.0319
691, ,38540,38540,"Pocatello, ID","Pocatello, ID Metro Area",M1,1,G3110,6517231695,191278677,+42.6897614,-112.5775299,723613.935684952,12421047647.5552
692,170,38580,38580,"Point Pleasant, WV-OH","Point Pleasant, WV-OH Micro Area",M2,2,G3110,2323991192,48209793,+38.7983965,-082.1805527,328579.158098309,3911199368.4325
693, ,38620,38620,"Ponca City, OK","Ponca City, OK Micro Area",M2,2,G3110,2381740395,65583671,+36.8148851,-097.1438616,274809.792343089,3826052943.33359
694,434,38660,38660,"Ponce, PR","Ponce, PR Metro Area",M1,1,G3110,718830020,329751701,+18.0427160,-066.5886414,220046.343304953,1166159535.21625
695,145,38700,38700,"Pontiac, IL","Pontiac, IL Micro Area",M2,2,G3110,2702983877,5975818,+40.8943761,-088.5528518,298498.198253815,4745065892.69023
696, ,38740,38740,"Poplar Bluff, MO","Poplar Bluff, MO Micro Area",M2,2,G3110,3429666215,16655720,+36.6876500,-090.6228496,397160.4677047,5369533059.98612
697,188,38780,38780,"Portales, NM","Portales, NM Micro Area",M2,2,G3110,6335242828,18679735,+34.0212068,-103.4830039,479242.328795531,9272924025.86887
698, ,38820,38820,"Port Angeles, WA","Port Angeles, WA Micro Area",M2,2,G3110,4503168731,2409553970,+48.1109034,-123.8898599,626855.393282054,15494681463.5117
699,438,38860,38860,"Portland-South Portland, ME","Portland-South Portland, ME Metro Area",M1,1,G3110,5389744438,2010373968,+43.6514172,-070.4183755,831671.19891191,14141014605.034
700,440,38900,38900,"Portland-Vancouver-Hillsboro, OR-WA","Portland-Vancouver-Hillsboro, OR-WA Metro Area",M1,1,G3110,17318829207,356146512,+45.6006221,-122.4843780,1336701.30326478,36102615158.9067
701,544,38920,38920,"Port Lavaca, TX","Port Lavaca, TX Micro Area",M2,2,G3110,1312707005,1361884774,+28.4417191,-096.5795739,298289.633814976,3471862185.71591
702,370,38940,38940,"Port St. Lucie, FL","Port St. Lucie, FL Metro Area",M1,1,G3110,2889054883,843028221,+27.2280459,-080.4253884,308671.057658259,4738480079.89516
703,170,39020,39020,"Portsmouth, OH","Portsmouth, OH Micro Area",M2,2,G3110,1580488534,15326840,+38.8148886,-082.9986750,288599.90280904,2631551463.20033
704, ,39060,39060,"Pottsville, PA","Pottsville, PA Micro Area",M2,2,G3110,2016645873,10834898,+40.7036820,-076.2177878,268232.178894412,3531692101.77295
705,408,39100,39100,"Poughkeepsie-Newburgh-Middletown, NY","Poughkeepsie-Newburgh-Middletown, NY Metro Area",M1,1,G3110,4164607564,145019486,+41.5752737,-074.0338729,546162.881900593,7709074003.6203
706, ,39150,39150,"Prescott Valley-Prescott, AZ","Prescott Valley-Prescott, AZ Metro Area",M1,1,G3110,21038727465,11501576,+34.6310710,-112.5772247,899315.594473794,31144406954.8719
707, ,39220,39220,"Price, UT","Price, UT Micro Area",M2,2,G3110,3831067717,15844443,+39.6732840,-110.5884845,431865.762866788,6496881255.9274
708,140,39260,39260,"Prineville, OR","Prineville, OR Micro Area",M2,2,G3110,7715390842,21004473,+44.1630537,-120.3715849,590893.58183657,15026587131.925
709,148,39300,39300,"Providence-Warwick, RI-MA","Providence-Warwick, RI-MA Metro Area",M1,1,G3110,4110331756,1681129044,+41.7068313,-071.2866369,565349.192316632,10379701732.6171
710,482,39340,39340,"Provo-Orem, UT","Provo-Orem, UT Metro Area",M1,1,G3110,13974918876,399542461,+39.8720670,-112.3590592,1161435.9685687,24428911590.6277
711,444,39380,39380,"Pueblo, CO","Pueblo, CO Metro Area",M1,1,G3110,6179964847,30219283,+38.1706581,-104.4898924,426421.247853189,10064727558.4753
712,446,39420,39420,"Pullman, WA","Pullman, WA Micro Area",M2,2,G3110,5592461103,48248847,+46.9059441,-117.5353898,573632.048178083,12077790226.6701
713,412,39460,39460,"Punta Gorda, FL","Punta Gorda, FL Metro Area",M1,1,G3110,1764058559,458736680,+26.8689745,-081.9412782,250618.415139043,2806033062.80406
714,448,39500,39500,"Quincy, IL-MO","Quincy, IL-MO Micro Area",M2,2,G3110,3522857110,56677591,+40.0271652,-091.3898384,373303.431693182,6112093265.19505
715,376,39540,39540,"Racine, WI","Racine, WI Metro Area",M1,1,G3110,861403264,1190237516,+42.7541215,-087.4208775,349648.420889671,3806995686.54846
716,450,39580,39580,"Raleigh-Cary, NC","Raleigh-Cary, NC Metro Area",M1,1,G3110,5485205355,76826615,+35.7567464,-078.4604412,503244.303643463,8464430284.50488
717,452,39660,39660,"Rapid City, SD","Rapid City, SD Metro Area",M1,1,G3110,16181465649,50668865,+44.3154852,-102.7683833,943656.384840223,31717204768.5766
718,154,39700,39700,"Raymondville, TX","Raymondville, TX Micro Area",M2,2,G3110,1529652132,502884780,+26.4818607,-097.5947313,255871.694092735,2547084497.53854
719,428,39740,39740,"Reading, PA","Reading, PA Metro Area",M1,1,G3110,2218082423,24209929,+40.4139565,-075.9268598,271084.535430687,3872500009.91195
720,454,39780,39780,"Red Bluff, CA","Red Bluff, CA Micro Area",M2,2,G3110,7638228749,33767783,+40.1261573,-122.2322737,624791.398445878,13137374255.4756
721,454,39820,39820,"Redding, CA","Redding, CA Metro Area",M1,1,G3110,9778407493,186302040,+40.7605142,-122.0435556,707780.057061978,17388076879.4089
722,378,39860,39860,"Red Wing, MN","Red Wing, MN Micro Area",M2,2,G3110,1959861773,59175418,+44.4061779,-092.7160003,327519.90121247,3957176655.52174
723,456,39900,39900,"Reno, NV","Reno, NV Metro Area",M1,1,G3110,17042460297,584618557,+40.5007953,-119.7311608,1000024.46714011,30635574616.8508
724,292,39940,39940,"Rexburg, ID","Rexburg, ID Micro Area",M2,2,G3110,6043029433,93941545,+44.1427534,-111.5081067,629546.157895415,11919472511.8052
725,458,39980,39980,"Richmond, IN","Richmond, IN Micro Area",M2,2,G3110,1040539262,6701983,+39.8630908,-085.0067351,176086.037702965,1779691449.41619
726, ,40060,40060,"Richmond, VA","Richmond, VA Metro Area",M1,1,G3110,11300921951,330735784,+37.4113241,-077.4418164,913423.123220464,18470415620.8064
727,336,40080,40080,"Richmond-Berea, KY","Richmond-Berea, KY Micro Area",M2,2,G3110,1788248917,21813663,+37.7172061,-084.1684358,339160.254274946,2897034270.57382
728,365,40100,40100,"Rio Grande City-Roma, TX","Rio Grande City-Roma, TX Micro Area",M2,2,G3110,3168019238,15346374,+26.5309027,-098.7402346,302198.914153119,3995131113.33318
729,348,40140,40140,"Riverside-San Bernardino-Ontario, CA","Riverside-San Bernardino-Ontario, CA Metro Area",M1,1,G3110,70646788920,340297621,+34.5384763,-116.1345414,1365665.41699843,104920044962.572
730, ,40180,40180,"Riverton, WY","Riverton, WY Micro Area",M2,2,G3110,23785388828,212768588,+43.0548310,-108.6089349,1184829.19344993,44951598869.826
731, ,40220,40220,"Roanoke, VA","Roanoke, VA Metro Area",M1,1,G3110,4837012569,72184539,+37.2862262,-079.9469346,594892.050994184,7769510634.90637
732,468,40260,40260,"Roanoke Rapids, NC","Roanoke Rapids, NC Micro Area",M2,2,G3110,3264461051,52855481,+36.3205759,-077.5427565,404687.302687063,5121136516.02084
733,466,40300,40300,"Rochelle, IL","Rochelle, IL Micro Area",M2,2,G3110,1964903717,12378959,+42.0418840,-089.3201764,267527.487326698,3587653860.06048
734,462,40340,40340,"Rochester, MN","Rochester, MN Metro Area",M1,1,G3110,6415768172,74960121,+43.9496362,-092.3360701,622106.69992578,12528777182.3784
735,464,40380,40380,"Rochester, NY","Rochester, NY Metro Area",M1,1,G3110,8458697204,5127742161,+43.1480380,-077.5232575,859194.519436902,25537583003.0776
736,466,40420,40420,"Rockford, IL","Rockford, IL Metro Area",M1,1,G3110,2056249053,18962165,+42.3311830,-089.0429139,258542.157370218,3799678061.30819
737, ,40460,40460,"Rockingham, NC","Rockingham, NC Micro Area",M2,2,G3110,1226849546,15575097,+35.0046360,-079.7556946,254345.807204607,1856132650.74196
738,204,40530,40530,"Rockport, TX","Rockport, TX Micro Area",M2,2,G3110,652856775,714538201,+28.1226209,-096.9675012,228421.700715661,1763349246.01891
739, ,40540,40540,"Rock Springs, WY","Rock Springs, WY Micro Area",M2,2,G3110,27005754251,166230252,+41.6603282,-108.8756774,948275.831628856,48722572110.8056
740,468,40580,40580,"Rocky Mount, NC","Rocky Mount, NC Metro Area",M1,1,G3110,2708807627,9890085,+35.9410455,-077.7985494,373091.707356436,4156335534.83904
741, ,40620,40620,"Rolla, MO","Rolla, MO Micro Area",M2,2,G3110,1739918996,6567069,+37.8663263,-091.7903492,266867.575156451,2807855546.61033
742,122,40660,40660,"Rome, GA","Rome, GA Metro Area",M1,1,G3110,1320434485,22384089,+34.2636918,-085.2136851,240695.485969803,1970823695.12461
743, ,40700,40700,"Roseburg, OR","Roseburg, OR Micro Area",M2,2,G3110,13042325534,251974549,+43.2863277,-123.1544760,942719.86326978,25099600394.0451
744, ,40740,40740,"Roswell, NM","Roswell, NM Micro Area",M2,2,G3110,15713907540,20479488,+33.3616045,-104.4698374,852639.437888694,22618019248.0533
745, ,40760,40760,"Ruidoso, NM","Ruidoso, NM Micro Area",M2,2,G3110,12512530057,554839,+33.7408411,-105.4498055,658239.472547086,18145238881.7867
746, ,40780,40780,"Russellville, AR","Russellville, AR Micro Area",M2,2,G3110,4513366140,95634885,+35.1995857,-093.2527625,474816.568281821,6920245976.25636
747,384,40820,40820,"Ruston, LA","Ruston, LA Micro Area",M2,2,G3110,1221806127,1897706,+32.6018231,-092.6623026,194168.112521619,1729140004.72568
748, ,40860,40860,"Rutland, VT","Rutland, VT Micro Area",M2,2,G3110,2408219235,38751950,+43.5808577,-073.0382023,372429.242622903,4664585630.8427
749,472,40900,40900,"Sacramento-Roseville-Folsom, CA","Sacramento-Roseville-Folsom, CA Metro Area",M1,1,G3110,13195734333,548112798,+38.7896779,-121.0057504,1084065.64679771,22649901073.2614
750, ,40940,40940,"Safford, AZ","Safford, AZ Micro Area",M2,2,G3110,11970605964,47476264,+32.9318277,-109.8783103,667618.168941552,17108276377.7246
751,474,40980,40980,"Saginaw, MI","Saginaw, MI Metro Area",M1,1,G3110,2073813743,39527607,+43.3282667,-084.0554100,283582.422922291,3996281204.62279
752,378,41060,41060,"St. Cloud, MN","St. Cloud, MN Metro Area",M1,1,G3110,4535310757,134456687,+45.5930312,-094.4883635,519518.660590843,9533418753.48259
753, ,41100,41100,"St. George, UT","St. George, UT Metro Area",M1,1,G3110,6287037025,7781671,+37.2625308,-113.4878003,436659.138716143,9960763706.76007
754,312,41140,41140,"St. Joseph, MO-KS","St. Joseph, MO-KS Metro Area",M1,1,G3110,4288274613,51620344,+39.8348430,-094.7837537,508289.106833017,7368853640.34626
755,476,41180,41180,"St. Louis, MO-IL","St. Louis, MO-IL Metro Area",M1,1,G3110,20365780913,566584593,+38.7402108,-090.3458253,1131056.79974359,34454079877.7725
756,300,41220,41220,"St. Marys, GA","St. Marys, GA Micro Area",M2,2,G3110,1632512482,392476019,+30.9133580,-081.6420193,296691.090706301,2760376344.41808
757, ,41260,41260,"St. Marys, PA","St. Marys, PA Micro Area",M2,2,G3110,2142883446,12791206,+41.4273317,-078.6539366,323197.387863207,3837426713.07076
758,566,41400,41400,"Salem, OH","Salem, OH Micro Area",M2,2,G3110,1377658481,7277032,+40.7700730,-080.7784550,225426.99397133,2416942610.37878
759,440,41420,41420,"Salem, OR","Salem, OR Metro Area",M1,1,G3110,4976617304,34703825,+44.9033845,-122.9017571,735001.525161792,9989396523.81389
760, ,41460,41460,"Salina, KS","Salina, KS Micro Area",M2,2,G3110,3732101292,4340890,+38.9645697,-097.6633868,325997.577042941,6188272272.43855
